user_id,level_num,current_square,square_to_move,direction_to_move,move_approved,cmd_overridden,coin_collected,current_health,trust_level,proposed_damage,surrounding_area
1009,0,clear,clear,right,True,False,False,10,55,0,"['edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,55,0,"['clear', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,down,True,False,True,10,55,0,"['clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,0,clear,clear,up,True,False,False,10,58,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'mud', 'edge', 'edge', 'edge']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['clear', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'mud']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['lava', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear']"
1009,0,clear,clear,left,True,False,False,10,58,0,"['lava', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,58,0,"['lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear']"
1009,0,clear,clear,down,True,False,True,10,58,0,"['lava', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,10,61,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,0,clear,clear,up,True,False,False,10,61,0,"['lava', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,10,62,0,"['clear', 'clear', 'clear', 'lava', 'clear', 'wall', 'clear', 'clear', 'clear']"
1009,0,clear,clear,left,True,False,False,10,62,0,"['clear', 'mud', 'mud', 'clear', 'clear', 'clear', 'lava', 'clear', 'wall']"
1009,0,clear,clear,up,True,False,False,10,62,0,"['clear', 'clear', 'mud', 'lava', 'clear', 'clear', 'lava', 'lava', 'clear']"
1009,0,clear,clear,left,True,False,False,10,62,0,"['clear', 'clear', 'mud', 'clear', 'clear', 'mud', 'lava', 'clear', 'clear']"
1009,0,clear,clear,left,True,False,False,10,62,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'lava', 'lava', 'clear']"
1009,0,clear,clear,left,True,False,False,10,62,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'lava', 'lava']"
1009,0,clear,clear,up,True,False,False,10,62,0,"['clear', 'clear', 'clear', 'wall', 'clear', 'clear', 'wall', 'clear', 'lava']"
1009,0,clear,clear,left,True,False,False,10,62,0,"['clear', 'clear', 'wall', 'clear', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,True,10,62,0,"['mud', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear']"
1009,0,clear,clear,right,True,False,False,10,65,0,"['clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,10,65,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,10,65,0,"['lava', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'clear', 'wall']"
1009,0,clear,clear,up,True,False,True,10,65,0,"['clear', 'clear', 'clear', 'lava', 'clear', 'wall', 'clear', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,68,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'lava', 'clear', 'wall']"
1009,0,clear,clear,right,True,False,False,10,68,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'clear', 'wall', 'wall']"
1009,0,clear,clear,right,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'wall', 'wall', 'clear']"
1009,0,clear,clear,left,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'mud', 'wall', 'clear', 'mud']"
1009,0,clear,clear,right,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'wall', 'wall', 'clear']"
1009,0,clear,clear,left,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'mud', 'wall', 'clear', 'mud']"
1009,0,clear,clear,right,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'wall', 'wall', 'clear']"
1009,0,clear,clear,down,True,False,False,10,69,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'mud', 'wall', 'clear', 'mud']"
1009,0,clear,clear,down,True,False,False,10,69,0,"['clear', 'clear', 'mud', 'wall', 'clear', 'mud', 'wall', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,69,0,"['wall', 'clear', 'mud', 'wall', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,0,clear,clear,down,True,False,False,10,69,0,"['clear', 'mud', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,10,69,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud']"
1009,0,clear,mud,down,True,False,True,10,64,2,"['clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud', 'clear']"
1009,0,mud,mud,left,True,False,False,8,62,2,"['clear', 'clear', 'clear', 'mud', 'mud', 'clear', 'mud', 'mud', 'clear']"
1009,0,mud,clear,left,True,False,False,6,62,0,"['clear', 'clear', 'clear', 'clear', 'mud', 'mud', 'clear', 'mud', 'mud']"
1009,0,clear,clear,down,True,False,False,6,62,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'mud']"
1009,0,clear,clear,down,True,False,False,6,62,0,"['clear', 'clear', 'mud', 'clear', 'clear', 'mud', 'lava', 'clear', 'clear']"
1009,0,clear,lava,down,True,False,True,6,52,3,"['clear', 'clear', 'mud', 'lava', 'clear', 'clear', 'lava', 'lava', 'clear']"
1009,0,lava,clear,up,True,False,False,3,55,0,"['lava', 'clear', 'clear', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,3,55,0,"['clear', 'clear', 'mud', 'lava', 'clear', 'clear', 'lava', 'lava', 'clear']"
1009,0,clear,clear,up,True,False,False,3,56,0,"['clear', 'clear', 'mud', 'clear', 'clear', 'mud', 'lava', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,3,56,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'mud']"
1009,0,clear,clear,up,True,False,False,3,56,0,"['wall', 'clear', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'mud']"
1009,0,clear,clear,right,True,False,False,3,56,0,"['wall', 'clear', 'mud', 'wall', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,0,clear,clear,right,True,False,False,3,56,0,"['clear', 'mud', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,False,3,56,0,"['mud', 'clear', 'mud', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,0,clear,clear,up,True,False,True,3,56,0,"['mud', 'clear', 'flag', 'mud', 'clear', 'mud', 'clear', 'clear', 'clear']"
1009,0,clear,flag,right,True,False,False,3,59,0,"['edge', 'edge', 'edge', 'mud', 'clear', 'flag', 'mud', 'clear', 'mud']"
1009,1,clear,clear,right,True,False,False,10,40,0,"['edge', 'wall', 'wall', 'edge', 'clear', 'clear', 'edge', 'wall', 'wall']"
1009,1,clear,clear,right,True,False,False,10,40,0,"['wall', 'wall', 'clear', 'clear', 'clear', 'clear', 'wall', 'wall', 'wall']"
1009,1,clear,clear,up,True,False,False,10,40,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'wall', 'wall', 'wall', 'wall']"
1009,1,clear,clear,right,True,False,True,10,40,0,"['wall', 'wall', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'wall']"
1009,1,clear,clear,up,True,False,False,10,43,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear', 'wall', 'clear']"
1009,1,clear,wall,up,False,False,False,10,39,1,"['wall', 'wall', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'wall']"
1009,1,clear,clear,right,True,False,False,10,39,0,"['wall', 'wall', 'clear', 'wall', 'clear', 'clear', 'clear', 'clear', 'wall']"
1009,1,clear,clear,up,True,False,False,10,39,0,"['wall', 'clear', 'wall', 'clear', 'clear', 'wall', 'clear', 'wall', 'clear']"
1009,1,clear,clear,up,True,False,False,10,39,0,"['clear', 'clear', 'wall', 'wall', 'clear', 'wall', 'clear', 'clear', 'wall']"
1009,1,clear,clear,left,True,False,False,10,39,0,"['clear', 'wall', 'clear', 'clear', 'clear', 'wall', 'wall', 'clear', 'wall']"
1009,1,clear,clear,up,True,False,False,10,39,0,"['clear', 'clear', 'wall', 'wall', 'clear', 'clear', 'wall', 'wall', 'clear']"
1009,1,clear,clear,left,True,False,False,10,39,0,"['clear', 'wall', 'mud', 'clear', 'clear', 'wall', 'wall', 'clear', 'clear']"
1009,1,clear,clear,up,True,False,True,10,39,0,"['clear', 'clear', 'wall', 'mud', 'clear', 'clear', 'wall', 'wall', 'clear']"
1009,1,clear,clear,left,True,False,False,10,42,0,"['clear', 'wall', 'clear', 'clear', 'clear', 'wall', 'mud', 'clear', 'clear']"
1009,1,clear,clear,up,True,False,False,10,42,0,"['wall', 'clear', 'wall', 'wall', 'clear', 'clear', 'wall', 'mud', 'clear']"
1009,1,clear,clear,up,True,False,False,10,43,0,"['wall', 'clear', 'clear', 'wall', 'clear', 'wall', 'wall', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,43,0,"['edge', 'edge', 'edge', 'wall', 'clear', 'clear', 'wall', 'clear', 'wall']"
1009,1,clear,clear,right,True,False,False,10,43,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear']"
1009,1,clear,clear,down,True,False,True,10,43,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,46,0,"['clear', 'clear', 'clear', 'wall', 'clear', 'clear', 'clear', 'wall', 'mud']"
1009,1,clear,clear,up,True,False,False,10,46,0,"['clear', 'clear', 'clear', 'clear', 'clear', 'mud', 'wall', 'mud', 'mud']"
1009,1,clear,clear,right,True,False,False,10,46,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'clear', 'clear', 'mud']"
1009,1,clear,clear,right,True,False,False,10,46,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud']"
1009,1,clear,clear,right,True,False,False,10,46,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'mud', 'mud', 'clear']"
1009,1,clear,clear,down,True,False,False,10,46,0,"['edge', 'edge', 'edge', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear']"
1009,1,clear,clear,down,True,False,False,10,46,0,"['clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'mud', 'clear', 'lava']"
1009,1,clear,clear,down,True,False,False,10,46,0,"['mud', 'clear', 'clear', 'mud', 'clear', 'lava', 'clear', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,46,0,"['mud', 'clear', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,True,10,46,0,"['clear', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,left,True,False,False,10,49,0,"['lava', 'lava', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,left,True,False,False,10,50,0,"['clear', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,left,True,False,False,10,50,0,"['mud', 'clear', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,left,True,False,True,10,50,0,"['mud', 'mud', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,53,0,"['mud', 'mud', 'mud', 'wall', 'clear', 'clear', 'clear', 'wall', 'clear']"
1009,1,clear,clear,right,True,False,False,10,53,0,"['mud', 'mud', 'clear', 'clear', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,53,0,"['mud', 'clear', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,53,0,"['clear', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'clear', 'clear']"
1009,1,clear,clear,down,True,False,False,10,53,0,"['lava', 'lava', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,down,True,False,False,10,53,0,"['clear', 'clear', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,down,True,False,False,10,53,0,"['clear', 'clear', 'edge', 'clear', 'clear', 'edge', 'lava', 'clear', 'edge']"
1009,1,clear,clear,down,True,False,False,10,53,0,"['clear', 'clear', 'edge', 'lava', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,down,True,False,False,10,53,0,"['lava', 'clear', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,down,True,False,True,10,53,0,"['clear', 'clear', 'edge', 'clear', 'clear', 'edge', 'clear', 'clear', 'edge']"
1009,1,clear,clear,left,True,False,False,10,56,0,"['clear', 'clear', 'edge', 'clear', 'clear', 'edge', 'edge', 'edge', 'edge']"
1009,1,clear,clear,up,True,False,False,10,56,0,"['mud', 'clear', 'clear', 'mud', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,1,clear,clear,up,True,False,False,10,57,0,"['clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'mud', 'clear', 'clear']"
1009,1,clear,clear,left,True,False,False,10,57,0,"['lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear']"
1009,1,clear,clear,left,True,False,False,10,57,0,"['lava', 'lava', 'lava', 'clear', 'clear', 'clear', 'mud', 'mud', 'clear']"
1009,1,clear,clear,left,True,False,False,10,57,0,"['wall', 'lava', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud']"
1009,1,clear,clear,down,True,False,False,10,57,0,"['clear', 'wall', 'lava', 'wall', 'clear', 'clear', 'clear', 'clear', 'mud']"
1009,1,clear,clear,left,True,False,False,10,57,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'mud', 'clear', 'clear', 'flag']"
1009,1,clear,clear,down,True,False,True,10,57,0,"['clear', 'wall', 'clear', 'wall', 'clear', 'clear', 'wall', 'clear', 'clear']"
1009,1,clear,clear,right,True,False,False,10,60,0,"['wall', 'clear', 'clear', 'wall', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,1,clear,flag,right,True,False,False,10,60,0,"['clear', 'clear', 'mud', 'clear', 'clear', 'flag', 'edge', 'edge', 'edge']"
1009,2,clear,clear,down,True,False,False,10,60,0,"['edge', 'clear', 'lava', 'edge', 'clear', 'lava', 'edge', 'clear', 'clear']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['edge', 'clear', 'lava', 'edge', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['clear', 'lava', 'clear', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,2,clear,clear,up,True,False,False,10,60,0,"['lava', 'clear', 'clear', 'clear', 'clear', 'mud', 'edge', 'edge', 'edge']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['lava', 'wall', 'wall', 'lava', 'clear', 'clear', 'clear', 'clear', 'mud']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['wall', 'wall', 'wall', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['wall', 'wall', 'clear', 'clear', 'clear', 'clear', 'mud', 'mud', 'clear']"
1009,2,clear,clear,down,True,False,False,10,60,0,"['wall', 'clear', 'clear', 'clear', 'clear', 'wall', 'mud', 'clear', 'clear']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['clear', 'clear', 'wall', 'mud', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['clear', 'wall', 'wall', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
1009,2,clear,clear,right,True,False,False,10,60,0,"['wall', 'wall', 'lava', 'clear', 'clear', 'clear', 'edge', 'edge', 'edge']"
